Match Number,Team id,Batter id,Runs,Balls,Fours,Sixes,Strike Rate,Out/Not
16,10,100,31,26,6,0,119.23,runout (Lalit Yadav / Mukesh Kumar)
16,10,104,41,29,1,4,141.38,c Manish Pandey b Mukesh Kumar
16,10,102,0,1,0,0,0.00,c KL Yadav b Mukesh Kumar
16,10,103,13,11,0,1,118.18,Not out
16,10,106,17,8,1,1,212.50,Not out
17,2,79,10,8,2,0,125.00,c S Dube b TU Deshpande
17,2,78,52,36,1,3,144.44,b Moeen Ali
17,2,81,38,26,5,0,146.15,c Devon Conway b RA Jadeja
17,2,80,0,2,0,0,0.00,b RA Jadeja
17,2,86,30,22,1,2,136.36,c Sisanda Magala b Akash Singh
17,2,82,30,18,2,2,166.67,Not out
17,2,124,4,6,0,0,66.67,c S Dube b Akash Singh
17,2,84,0,1,0,0,0.00,c Devon Conway b TU Deshpande
17,2,161,1,1,0,0,100.00,runout (MS Dhoni / M Theekshana)
17,9,13,8,10,1,0,80.00,c Yashasvi Jaiswal b Sandeep Sharma
17,9,21,50,38,6,0,131.58,c Yashasvi Jaiswal b Yuzvendra Chahal
17,9,130,31,19,2,1,163.16,lbw b Ravichandran Ashwin
17,9,18,8,9,1,0,88.89,lbw b Ravichandran Ashwin
17,9,14,7,10,0,0,70.00,c Sandeep Sharma b A Zampa
17,9,16,1,2,0,0,50.00,c Shimron Hetmyer b Yuzvendra Chahal
17,9,17,25,15,1,2,166.67,Not out
17,9,12,32,17,1,3,188.24,Not out
18,6,23,0,2,0,0,0.00,c Rashid Khan b M Shami
18,6,24,8,8,2,0,100.00,c Alzarri Joseph b Josh Little
18,6,141,36,24,6,1,150.00,b Rashid Khan
18,6,25,20,26,1,0,76.92,c Shubman Gill b Alzarri Joseph
18,6,28,25,23,5,0,108.70,c Wriddhiman Saha b MM Sharma
18,6,26,22,22,1,1,100.00,c Shubman Gill b MM Sharma
18,6,30,22,9,1,2,244.44,runout (Wriddhiman Saha / David Miller)
18,6,31,8,5,0,1,160.00,Not out
18,6,152,1,1,0,0,100.00,runout (Wriddhiman Saha)
18,1,1,30,19,5,0,157.89,c MW Short b Kagiso Rabada
18,1,2,67,49,7,1,136.73,b Sam Curran
18,1,115,19,20,2,0,95.00,c P Simran Singh b Arshdeep Singh
18,1,4,8,11,1,0,72.73,c Sam Curran b Harpreet Brar
18,1,116,17,18,1,0,94.44,Not out
18,1,6,5,2,1,0,250.00,Not out
19,8,69,100,55,12,3,181.82,Not out
19,8,68,9,13,0,0,69.23,c Varun Chakravarthy b AD Russell
19,8,67,9,4,2,0,225.00,c Rahmanullah Gurbaz b AD Russell
19,8,121,50,26,2,5,192.31,c AD Russell b Varun Chakravarthy
19,8,74,32,17,3,2,188.24,c Shardul Thakur b AD Russell
19,8,137,16,6,2,1,266.67,Not out
19,7,34,0,3,0,0,0.00,c Umran Malik b B Kumar
19,7,134,36,21,5,1,171.43,c (sub Glenn Phillips) b M Markande
19,7,135,10,11,2,0,90.91,c Aiden Markram b M Jansen
19,7,39,0,1,0,0,0.00,c Aiden Markram b M Jansen
19,7,36,75,41,5,6,182.93,c Washington Sundar b T Natarajan
19,7,38,3,6,0,0,50.00,c M Jansen b M Markande
19,7,37,58,31,4,4,187.10,Not out
19,7,42,12,7,2,0,171.43,c Washington Sundar b Umran Malik
19,7,41,1,1,0,0,100.00,Not out
20,4,90,50,34,6,1,147.06,c Yash Dhull b Lalit Yadav
20,4,91,22,16,3,1,137.50,c Aman Hakim Khan b MR Marsh
20,4,143,26,18,0,2,144.44,c Abishek Porel b MR Marsh
20,4,92,24,14,0,3,171.43,c David Warner b KL Yadav
20,4,95,6,4,0,1,150.00,c Abishek Porel b Axar Patel
20,4,94,20,12,3,0,166.67,Not out
20,4,89,0,1,0,0,0.00,c Lalit Yadav b KL Yadav
20,4,142,15,22,1,0,68.18,Not out
20,5,57,19,13,4,0,146.15,c Virat Kohli b Vijaykumar Vyshak
20,5,58,0,2,0,0,0.00,runout (Anuj Rawat)
20,5,61,0,4,0,0,0.00,c Virat Kohli b Wayne Parnell
20,5,145,1,4,0,0,25.00,lbw b Mohammed Siraj
20,5,127,50,38,5,1,131.58,lbw b W Hasaranga
20,5,112,5,8,0,0,62.50,c Wayne Parnell b HV Patel
20,5,62,21,14,3,0,150.00,c Mohammed Siraj b Vijaykumar Vyshak
20,5,113,18,10,1,1,180.00,c Virat Kohli b Mohammed Siraj
20,5,126,4,7,0,0,57.14,c GJ Maxwell b Vijaykumar Vyshak
20,5,114,23,14,4,0,164.29,Not out
20,5,63,7,6,1,0,116.67,Not out
21,3,45,74,56,8,1,132.14,c (sub Nathan Ellis) b Arshdeep Singh
21,3,51,29,23,1,3,126.09,c Harpreet Singh b Harpreet Brar
21,3,47,2,3,0,0,66.67,lbw b Sikandar Raza
21,3,50,18,17,2,0,105.88,c Shahrukh Khan b Kagiso Rabada
21,3,46,0,1,0,0,0.00,c Shahrukh Khan b Kagiso Rabada
21,3,49,15,11,0,2,136.36,c JM Sharma b Sam Curran
21,3,48,5,6,0,0,83.33,Not out
21,3,186,1,2,0,0,50.00,c Sikandar Raza b Sam Curran
21,3,155,0,1,0,0,0.00,c Shahrukh Khan b Sam Curran
21,3,54,3,1,0,0,300.00,Not out
21,6,157,0,3,0,0,0.00,c Avesh Khan b Yudhvir Singh
21,6,23,4,4,1,0,100.00,b Yudhvir Singh
21,6,141,34,22,5,1,154.55,c MP Stoinis b Krishnappa Gowtham
21,6,156,22,22,3,0,100.00,c (sub PN Mankad) b KH Pandya
21,6,29,57,41,4,3,139.02,c MP Stoinis b Ravi Bishnoi
21,6,26,6,6,1,0,100.00,c KH Pandya b Ravi Bishnoi
21,6,28,2,4,0,0,50.00,c KL Rahul b Mark Wood
21,6,30,23,10,1,2,230.00,Not out
21,6,31,6,4,1,0,150.00,c Nicholas Pooran b Mark Wood
21,6,151,0,1,0,0,0.00,Not out
22,7,34,8,12,0,0,66.67,c D Jansen b Piyush Chawla
22,7,134,0,5,0,0,0.00,c H Shokeen b C Green
22,7,135,104,51,6,9,203.92,c D Jansen b Riley Meredith
22,7,36,5,10,0,0,50.00,c (sub Ramandeep Singh) b H Shokeen
22,7,42,13,11,1,0,118.18,c Tilak Varma b H Shokeen
22,7,37,18,18,2,0,100.00,c N Wadhera b D Jansen
22,7,38,21,11,3,1,190.91,Not out
22,7,39,2,2,0,0,100.00,Not out
22,10,101,20,13,1,2,153.85,c UT Yadav b Suyash Sharma
22,10,100,58,25,5,5,232.00,b Varun Chakravarthy
22,10,102,43,25,4,3,172.00,c Rahmanullah Gurbaz b Shardul Thakur
22,10,104,30,25,3,1,120.00,b Suyash Sharma
22,10,103,24,13,1,2,184.62,Not out
22,10,105,6,4,1,0,150.00,c Rahmanullah Gurbaz b LH Ferguson
22,10,106,1,1,0,0,100.00,Not out
23,1,1,4,3,1,0,133.33,c & b Trent Boult
23,1,2,45,34,4,1,132.35,c Jos Buttler b Sandeep Sharma
23,1,115,20,19,2,0,105.26,runout (SV Samson / Jos Buttler)
23,1,4,28,19,3,1,147.37,c Yashasvi Jaiswal b Yuzvendra Chahal
23,1,116,46,30,3,2,153.33,c Shimron Hetmyer b Sandeep Sharma
23,1,160,27,13,0,3,207.69,c Devdutt Padikkal b A Zampa
23,1,6,1,1,0,0,100.00,Not out
23,1,7,1,1,0,0,100.00,runout (Sandeep Sharma / Jos Buttler)
23,1,8,0,0,0,0,0.00,Not out
23,2,79,1,7,0,0,14.29,c Shubman Gill b HH Pandya
23,2,78,0,5,0,0,0.00,b M Shami
23,2,81,26,25,2,2,104.00,c MM Sharma b Rashid Khan
23,2,80,60,32,3,6,187.50,c David Miller b Noor Ahmad
23,2,83,5,7,0,0,71.43,c David Miller b Rashid Khan
23,2,82,56,26,2,5,215.38,Not out
23,2,124,18,10,2,1,180.00,c MM Sharma b M Shami
23,2,86,10,3,1,1,333.33,c R Tewatia b M Shami
23,2,85,0,1,0,0,0.00,Not out
24,9,13,3,6,0,0,50.00,c Wayne Parnell b Mohammed Siraj
24,9,21,83,45,6,6,184.44,b HV Patel
24,9,130,37,20,3,2,185.00,b W Hasaranga
24,9,18,52,27,2,5,192.59,c Mohammed Siraj b Wayne Parnell
24,9,16,14,6,1,1,233.33,c Dinesh Karthik b Vijaykumar Vyshak
24,9,14,19,9,0,2,211.11,Not out
24,9,17,10,8,0,1,125.00,c SS Prabhudessai b GJ Maxwell
24,9,12,1,1,0,0,100.00,Not out
24,4,90,6,4,1,0,150.00,b Akash Singh
24,4,91,62,33,5,4,187.88,c MS Dhoni b Moeen Ali
24,4,143,0,5,0,0,0.00,c RD Gaikwad b TU Deshpande
24,4,92,76,36,3,8,211.11,c MS Dhoni b M Theekshana
24,4,94,12,10,0,1,120.00,c RD Gaikwad b Matheesha Pathirana
24,4,89,28,14,3,1,200.00,c M Theekshana b TU Deshpande
24,4,162,19,11,0,2,172.73,c RA Jadeja b Matheesha Pathirana
24,4,144,2,5,0,0,40.00,c S Dube b TU Deshpande
24,4,154,2,2,0,0,100.00,Not out
25,10,101,28,18,6,0,155.56,c Aiden Markram b T Natarajan
25,10,100,38,31,3,2,122.58,c Aiden Markram b M Jansen
25,10,106,64,40,6,2,160.00,Not out
25,10,102,7,3,0,1,233.33,c Aiden Markram b M Jansen
25,10,104,37,17,2,4,217.65,c Mayank Agarwal b B Kumar
25,10,103,16,11,2,0,145.45,runout (T Natarajan / Abhishek Sharma)
25,8,69,9,7,2,0,128.57,c SA Yadav b JP Behrendorff
25,8,68,48,41,4,1,117.07,c Tim David b Riley Meredith
25,8,67,7,5,1,0,140.00,c Ishan Kishan b JP Behrendorff
25,8,121,22,17,1,1,129.41,c H Shokeen b C Green
25,8,74,1,2,0,0,50.00,c Tim David b Piyush Chawla
25,8,137,36,16,4,2,225.00,c Tim David b Piyush Chawla
25,8,123,9,12,1,0,75.00,runout (Ishan Kishan / H Shokeen)
25,8,138,13,6,3,0,216.67,c Tim David b Riley Meredith
25,8,73,10,6,2,0,166.67,runout (Tim David)
25,8,76,2,5,0,0,40.00,c Rohit Sharma b AS Tendulkar
25,8,139,2,2,0,0,100.00,Not out
26,3,45,39,32,4,1,121.88,c Jos Buttler b Jason Holder
26,3,51,51,42,4,3,121.43,b Ravichandran Ashwin
26,3,48,1,4,0,0,25.00,b Trent Boult
26,3,47,2,4,0,0,50.00,c Shimron Hetmyer b Ravichandran Ashwin
26,3,49,21,16,2,0,131.25,c SV Samson b Sandeep Sharma
26,3,46,29,20,2,1,145.00,runout (SV Samson)
26,3,50,4,2,1,0,200.00,Not out
26,3,155,1,1,0,0,100.00,runout (SV Samson / Shimron Hetmyer)
26,2,79,44,35,4,2,125.71,c Avesh Khan b MP Stoinis
26,2,78,40,41,4,1,97.56,c Ravi Bishnoi b MP Stoinis
26,2,80,2,4,0,0,50.00,runout (Nicholas Pooran / A Mishra)
26,2,81,26,21,4,0,123.81,c Nicholas Pooran b Avesh Khan
26,2,82,2,5,0,0,40.00,c KL Rahul b Avesh Khan
26,2,83,15,12,1,1,125.00,Not out
26,2,124,0,1,0,0,0.00,c Deepak Hooda b Avesh Khan
26,2,86,3,2,0,0,150.00,Not out
27,4,90,59,47,5,1,125.53,c JM Sharma b Harpreet Brar
27,4,91,84,56,5,5,150.00,c Sam Curran b Nathan Ellis
27,4,92,0,1,0,0,0.00,c A Taide b Harpreet Brar
27,4,89,7,5,1,0,140.00,c A Taide b Arshdeep Singh
27,4,143,7,9,1,0,77.78,Not out
27,4,94,5,3,0,0,166.67,Not out
27,6,157,4,2,1,0,200.00,lbw b Mohammed Siraj
27,6,23,46,30,3,4,153.33,b Wayne Parnell
27,6,141,8,7,0,1,114.29,b W Hasaranga
27,6,166,2,4,0,0,50.00,lbw b Mohammed Siraj
27,6,156,13,9,1,1,144.44,runout (Mohammed Siraj)
27,6,26,10,12,1,0,83.33,runout (W Hasaranga)
27,6,28,41,27,2,3,151.85,c Shahbaz Ahmed b HV Patel
27,6,30,7,5,0,1,140.00,st Dinesh Karthik b W Hasaranga
27,6,31,13,13,1,0,100.00,b Mohammed Siraj
27,6,27,1,2,0,0,50.00,b Mohammed Siraj
27,6,33,0,0,0,0,0.00,Not out
28,7,170,43,39,5,1,110.26,c Aman Hakim Khan b KL Yadav
28,7,169,4,4,1,0,100.00,c Lalit Yadav b Mukesh Kumar
28,7,135,0,2,0,0,0.00,c MR Marsh b Anrich Nortje
28,7,36,4,7,1,0,57.14,c Mukesh Kumar b Ishant Sharma
28,7,35,12,11,0,1,109.09,b Axar Patel
28,7,37,6,8,1,0,75.00,c Lalit Yadav b Axar Patel
28,7,39,4,6,1,0,66.67,c David Warner b Ishant Sharma
28,7,38,38,31,1,4,122.58,Not out
28,7,44,0,1,0,0,0.00,lbw b KL Yadav
28,7,41,3,5,0,0,60.00,c & b Anrich Nortje
28,7,43,1,6,0,0,16.67,runout (PD Salt / (sub Yash Dhull ))
28,5,57,57,41,11,0,139.02,lbw b Varun Chakravarthy
28,5,58,13,11,2,0,118.18,b Varun Chakravarthy
28,5,61,2,9,0,0,22.22,c (sub D Wiese) b N Rana
28,5,168,5,3,1,0,166.67,c & b AS Roy
28,5,127,21,23,2,0,91.30,c RK Singh b AS Roy
28,5,62,19,22,1,0,86.36,Not out
28,5,113,0,2,0,0,0.00,b N Rana
28,5,126,4,7,0,0,57.14,Not out
29,8,69,18,13,3,0,138.46,c RD Gaikwad b Akash Singh
29,8,74,34,26,3,1,130.77,c Ajinkya Rahane b RA Jadeja
29,8,67,21,21,1,1,100.00,c Akash Singh b RA Jadeja
29,8,121,12,12,1,0,100.00,c MS Dhoni b M Theekshana
29,8,137,17,16,1,0,106.25,c RD Gaikwad b Matheesha Pathirana
29,8,68,2,4,0,0,50.00,st MS Dhoni b RA Jadeja
29,8,138,17,22,1,0,77.27,Not out
29,8,73,9,6,1,0,150.00,runout (MS Dhoni)
29,9,13,35,30,2,0,116.67,runout (Umran Malik)
29,9,21,77,57,12,1,135.09,Not out
29,9,130,9,10,0,0,90.00,c Aiden Markram b M Markande
29,9,16,9,9,1,0,100.00,b M Markande
29,9,14,6,6,1,0,100.00,Not out
30,1,1,47,37,6,0,127.03,c Deepak Hooda b KH Pandya
30,1,2,0,2,0,0,0.00,c Ravi Bishnoi b KH Pandya
30,1,4,66,50,2,4,132.00,c KL Rahul b MP Stoinis
30,1,160,3,5,0,0,60.00,c Naveen-ul-Haq b A Mishra
30,1,5,10,12,1,0,83.33,b Naveen-ul-Haq
30,1,116,6,12,0,0,50.00,c Deepak Hooda b MP Stoinis
30,1,6,2,2,0,0,100.00,Not out
30,3,45,68,61,8,0,111.48,c J Yadav b MM Sharma
30,3,51,24,19,2,1,126.32,b Rashid Khan
30,3,50,23,23,2,1,100.00,st Wriddhiman Saha b Noor Ahmad
